Symbol,Name,Last_Sale,Net_Change,Percent_Change,Market_Cap,Volume,Sector,Industry
BPTH,Bio-Path Holdings Inc. Common Stock,$0.93 ,-0.0025,-0.27%,2367156,40353,Health Care,Biotechnology: Pharmaceutical Preparations
ESLAW,Estrella Immunopharma Inc. Warrant,$0.06 ,-0.0056,-8.01%,2338996,50754,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TGL,Treasure Global Inc. Common Stock,$1.24 ,-0.04,-3.13%,2318800,581076,Consumer Discretionary,Business Services
SCPX,Scorpius Holdings Inc. Common Stock,$0.73 ,0.0288,4.11%,2274876,15311,Health Care,Biotechnology: Pharmaceutical Preparations
TNON,Tenon Medical Inc. Common Stock,$4.60 ,-0.29,-5.93%,2272267,510852,Health Care,Medical/Dental Instruments
SAIHW,SAIHEAT Limited Warrant,$0.16 ,0,0.00%,2264329,10,Technology,EDP Services
AVGR,Avinger Inc. Common Stock,$0.98 ,0.0147,1.52%,2261015,59758,Health Care,Medical/Dental Instruments
NUWE,Nuwellis Inc. Common Stock,$1.21 ,-0.0546,-4.33%,2254098,88404,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
SXTP,60 Degrees Pharmaceuticals Inc. Common Stock,$1.27 ,0.0304,2.45%,2245788,13812,Health Care,Biotechnology: Pharmaceutical Preparations
AKAN,Akanda Corp. Common Shares,$1.17 ,0.06,5.41%,2242514,19373,Health Care, Medicinal Chemicals and Botanical Products 
SXTC,China SXT Pharmaceuticals Inc. Ordinary Shares,$0.64 ,-0.0156,-2.37%,2231650,3278678,Health Care,Biotechnology: Pharmaceutical Preparations
OGEN,Oragenics Inc. Common Stock,$0.40 ,-0.005,-1.24%,2215535,244916,Health Care,Biotechnology: Pharmaceutical Preparations
CYTO,Altamira Therapeutics Ltd. Common Shares,$0.67 ,0.0063,0.95%,2164746,64959,Health Care,Biotechnology: Pharmaceutical Preparations
BNAIW,Brand Engagement Network Inc. Warrant,$0.06 ,0.0032,5.62%,2161386,1300,Technology,EDP Services
GRDIW,GRIID Infrastructure Inc. Warrant,$0.03 ,0,0.00%,2149074,76,Technology,EDP Services
CETX,Cemtrex Inc. Common Stock,$0.12 ,-0.011,-8.21%,2144807,1668320,Technology,Electrical Products
XXII,22nd Century Group Inc. Common Stock,$0.23 ,-0.0247,-9.77%,2114134,3129137,Health Care, Medicinal Chemicals and Botanical Products 
QLGN,Qualigen Therapeutics Inc. Common Stock,$0.17 ,0,0.00%,2102959,117332,Health Care,Biotechnology: Pharmaceutical Preparations
MDAIW,Spectral AI Inc. Warrants,$0.12 ,-0.0132,-10.00%,2091636,10956,Health Care,Medical/Dental Instruments
INM,InMed Pharmaceuticals Inc. Common Shares,$0.23 ,0,0.00%,2071224,231271,Health Care,Biotechnology: Pharmaceutical Preparations
SLRX,Salarius Pharmaceuticals Inc. Common Stock,$1.44 ,-0.005,-0.35%,2068060,31138,Health Care,Biotechnology: Pharmaceutical Preparations
DRMA,Dermata Therapeutics Inc. Common Stock,$1.56 ,0.01,0.65%,2052930,159202,Health Care,Biotechnology: Pharmaceutical Preparations
QNRX,Quoin Pharmaceuticals Ltd. American Depositary Shares,$0.51 ,-0.011,-2.10%,2045705,41744,Health Care,Medical/Dental Instruments
CYCC,Cyclacel Pharmaceuticals Inc. Common Stock,$1.03 ,0.03,3.00%,2033430,15875,Health Care,Biotechnology: Pharmaceutical Preparations
SMX,SMX (Security Matters) Public Limited Company Class A Ordinary Shares,$2.78 ,-0.05,-1.77%,2018224,50140,Technology,Industrial Machinery/Components
SGBX,Safe & Green Holdings Corp. Common Stock,$0.97 ,-0.0014,-0.14%,1963897,17942,Consumer Discretionary,RETAIL: Building Materials
BKYI,BIO-key International Inc. Common Stock,$0.99 ,-0.045,-4.35%,1962379,132350,Technology,Computer Software: Prepackaged Software
STSSW,Sharps Technology Inc. Warrant,$0.07 ,-0.0029,-4.13%,1927000,1002,Finance,Finance: Consumer Services
GXAI,Gaxos.ai Inc. Common Stock,$1.60 ,-0.01,-0.62%,1915262,183218,Technology,Computer Software: Prepackaged Software
WORX,SCWorx Corp. Common Stock,$1.19 ,0.01,0.85%,1903247,8240,Consumer Discretionary,Services-Misc. Amusement & Recreation
ELAB,Elevai Labs Inc. Common Stock,$0.09 ,0.0033,3.71%,1863732,14143512,Health Care,Biotechnology: Pharmaceutical Preparations
WGSWW,GeneDx Holdings Corp. Warrant,$0.07 ,0.0004,0.58%,1858577,1345,Technology,Retail: Computer Software & Peripheral Equipment
DHAIW,DIH Holding US Inc. Warrants,$0.05 ,0,0.00%,1824522,48,Health Care,Medical/Dental Instruments
MYSZ,My Size Inc. Common Stock,$1.69 ,0.01,0.60%,1803451,17153,Technology,Computer Software: Prepackaged Software
PBM,Psyence Biomedical Ltd. Common Shares,$0.11 ,-0.0012,-1.10%,1787956,2362354,Health Care,Biotechnology: Pharmaceutical Preparations
CURIW,CuriosityStream Inc. Warrant,$0.03 ,0.0034,11.68%,1774510,298,Consumer Discretionary,Movies/Entertainment
BNRG,Brenmiller Energy Ltd Ordinary Shares,$0.82 ,-0.0475,-5.45%,1773899,221273,Industrials,Building Products
MLGO,MicroAlgo Inc. Ordinary Shares,$0.23 ,-0.0067,-2.80%,1768905,24851145,Technology,EDP Services
YCBD,cbdMD Inc. Common Stock,$0.47 ,0,0.00%,1768814,8742,Consumer Discretionary,Package Goods/Cosmetics
NKGNW,NKGen Biotech Inc. Warrants,$0.05 ,0,0.00%,1768119,2,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BETRW,Better Home & Finance Holding Company Warrant,$0.11 ,0.0072,6.70%,1735254,1400,Finance,Finance: Consumer Services
IVP,Inspire Veterinary Partners Inc. Class A Common Stock,$0.48 ,-0.12,-20.03%,1716734,3667104,Consumer Staples,Farming/Seeds/Milling
DSYWW,Big Tree Cloud Holdings Limited Warrants,$0.03 ,-0.0062,-17.13%,1712416,10231,Consumer Discretionary,Containers/Packaging
OCEAW,Ocean Biomediacal Inc. Warrants,$0.05 ,0.0112,29.32%,1711663,38094,Health Care,Biotechnology: Pharmaceutical Preparations
NAOV,NanoVibronix Inc. Common Stock,$0.61 ,-0.0011,-0.18%,1701240,3835,Health Care,Industrial Specialties
ACON,Aclarion Inc. Common Stock,$0.18 ,0.0007,0.40%,1689438,112714,Health Care,Medical Specialities
APVO,Aptevo Therapeutics Inc. Common Stock,$0.18 ,-0.0007,-0.39%,1689094,419675,Health Care,Biotechnology: Pharmaceutical Preparations
FMSTW,Foremost Lithium Resource & Technology Ltd. Warrant,$0.31 ,0.0501,19.66%,1672711,810,Basic Materials,Other Metals and Minerals
ATNF,180 Life Sciences Corp. Common Stock,$1.68 ,-0.07,-4.00%,1628931,33143,Health Care,Biotechnology: Pharmaceutical Preparations
TIVC,Tivic Health Systems Inc. Common Stock,$0.26 ,0.0059,2.30%,1620101,52542,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
AERTW,Aeries Technology Inc. Warrant,$0.04 ,-0.0038,-9.79%,1543500,11490,Consumer Discretionary,Professional Services
WINT,Windtree Therapeutics Inc. Common Stock,$2.57 ,-0.14,-5.17%,1521206,321810,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TOVX,Theriva Biologics Inc. Common Stock,$1.49 ,-0.55,-26.96%,1497821,1876037,Health Care,Biotechnology: Pharmaceutical Preparations
BRLSW,Borealis Foods Inc. Warrant,$0.07 ,0,0.00%,1496520,15,Consumer Staples,Packaged Foods
TANH,Tantech Holdings Ltd. Common Shares,$0.18 ,0.0082,4.84%,1482852,12324941,Industrials,Major Chemicals
PETWW,Wag! Group Co Warrant,$0.03 ,-0.0049,-14.04%,1464220,10956,Consumer Discretionary,Other Consumer Services
REVB,Revelation Biosciences Inc. Common Stock,$0.89 ,0.0483,5.77%,1454405,289537,Health Care,Biotechnology: Pharmaceutical Preparations
BDRX,Biodexa Pharmaceuticals plc American Depositary Shs,$0.29 ,-0.0074,-2.51%,1370263,251639,Health Care,Biotechnology: Pharmaceutical Preparations
WHLRP,Wheeler Real Estate Investment Trust Inc. Class B Preferred Stock,$2.18 ,-0.06,-2.68%,1361859,32112,Real Estate,Real Estate Investment Trusts
TOIIW,The Oncology Institute Inc. Warrant,$0.02 ,-0.001,-5.32%,1343731,5976,Health Care,Medical/Nursing Services
GRI,GRI Bio Inc. Common Stock,$0.45 ,-0.0507,-10.21%,1305757,605961,Health Care,Biotechnology: Pharmaceutical Preparations
EFSH,1847 Holdings LLC Common Shares,$1.90 ,-0.08,-4.04%,1301145,33793,Consumer Discretionary,Professional Services
BACK,IMAC Holdings Inc. Common Stock,$1.13 ,-0.02,-1.74%,1297603,78218,Health Care,Medical Specialities
SNES,SenesTech Inc. Common Stock,$2.51 ,-0.03,-1.18%,1293503,16736,Industrials,Agricultural Chemicals
GFAIW,Guardforce AI Co. Limited Warrant,$0.13 ,0,0.00%,1277948,6288,Consumer Discretionary,Diversified Commercial Services
VSTEW,Vast Renewables Limited Warrants,$0.04 ,-0.001,-2.29%,1276871,5201,Industrials,Building Products
SHFSW,SHF Holdings Inc. Warrants,$0.02 ,-0.0117,-33.82%,1269370,23982,Finance,Finance: Consumer Services
SVMH,SRIVARU Holding Limited Ordinary Shares,$0.08 ,-0.0016,-1.85%,1267445,2695378,Consumer Discretionary,Auto Manufacturing
STAF,Staffing 360 Solutions Inc. Common Stock (DE),$1.39 ,-0.01,-0.71%,1262010,21583,Consumer Discretionary,Professional Services
NCPL,Netcapital Inc. Common Stock,$1.61 ,-0.04,-2.42%,1247644,45210,Finance,Finance: Consumer Services
KDLYW,Kindly MD Inc. Warrants,$0.21 ,-0.001,-0.48%,1242958,515,Health Care,Medical/Nursing Services
MNYWW,MoneyHero Limited Warrants,$0.03 ,-0.0029,-8.31%,1233136,15630,Consumer Discretionary,Business Services
SVREW,SaverOne 2014 Ltd. Warrant,$0.06 ,0.025,71.43%,1197000,36664,Technology,EDP Services
CCGWW,Cheche Group Inc. Warrant,$0.02 ,-0.0016,-9.30%,1176875,2222,Finance,Specialty Insurers
ENTO,Entero Therapeutics Inc. Common Stock,$0.34 ,-0.0042,-1.21%,1117025,26558,Health Care,Biotechnology: Pharmaceutical Preparations
GOVXW,GeoVax Labs Inc. Warrants,$0.15 ,0.009,6.20%,1111061,12968,Health Care,Biotechnology: Pharmaceutical Preparations
MTEKW,Maris-Tech Ltd. Warrants,$0.14 ,0.0441,45.99%,1102990,26657,Telecommunications,Telecommunications Equipment
APLMW,Apollomics Inc. Warrant,$0.01 ,0,0.00%,1099700,100,Health Care,Biotechnology: Pharmaceutical Preparations
NITO,N2OFF Inc. Common Stock,$0.26 ,-0.0008,-0.30%,1097620,246950,Industrials,Agricultural Chemicals
LGMK,LogicMark Inc. Common Stock (NV),$0.17 ,-0.003,-1.74%,1025050,832628,Health Care,Industrial Specialties
HTOOW,Fusion Fuel Green PLC Warrant,$0.06 ,-0.0001,-0.18%,988465,7989,Energy,Industrial Machinery/Components
FGIWW,FGI Industries Ltd. Warrant,$0.10 ,-0.02,-16.46%,970737,278,Industrials,Industrial Specialties
LGHL,Lion Group Holding Ltd. American Depositary Share,$0.24 ,-0.0047,-1.95%,962665,3767699,Finance,Investment Bankers/Brokers/Service
GNPX,Genprex Inc. Common Stock,$0.37 ,0.0215,6.15%,960351,115065,Health Care,Biotechnology: Pharmaceutical Preparations
EAST,Eastside Distilling Inc. Common Stock,$0.52 ,-0.0376,-6.69%,924774,52782,Consumer Staples,Beverages (Production/Distribution)
NLSPW,NLS Pharmaceutics Ltd. Warrant,$0.02 ,0.0096,95.05%,923536,1771,Health Care,Biotechnology: Pharmaceutical Preparations
ONFOW,Onfolio Holdings Inc. Warrant,$0.18 ,-0.01,-5.26%,922931,20320,Technology,EDP Services
EDBL,Edible Garden AG Incorporated Common Stock,$0.29 ,-0.1752,-37.66%,916514,5747083,Consumer Staples,Farming/Seeds/Milling
DBGI,Digital Brands Group Inc. Common Stock,$0.35 ,0.0296,9.25%,914913,527172,Consumer Discretionary,Clothing/Shoe/Accessory Stores
RVSNW,Rail Vision Ltd. Warrant,$0.05 ,0.0152,50.33%,913038,613,Industrials,Railroads
CDIOW,Cardio Diagnostics Holdings Inc. Warrant,$0.04 ,0.0083,28.62%,893053,21194,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
UK,Ucommune International Ltd Ordinary Shares,$1.40 ,-0.1201,-7.90%,877752,387224,Consumer Discretionary,Business Services
BJDX,Bluejay Diagnostics Inc. Common Stock,$0.14 ,0.0012,0.86%,875932,1384907,Health Care,Medical/Dental Instruments
ECDAW,ECD Automotive Design Inc. Warrant ,$0.02 ,-0.0019,-7.14%,855847,555,Consumer Discretionary,Auto Manufacturing
XBPEW,XBP Europe Holdings Inc. Warrant,$0.03 ,0.0061,27.85%,844651,19933,Consumer Discretionary,Business Services
SYTA,Siyata Mobile Inc. Common Shares,$0.93 ,-0.0276,-2.87%,824561,182624,Telecommunications,Telecommunications Equipment
LDTCW,LeddarTech Holdings Inc. Warrants,$0.03 ,-0.0008,-2.77%,808465,2950,Technology,Computer Software: Prepackaged Software
PDYNW,Palladyne AI Corp Warrants,$0.03 ,0.0071,31.00%,804000,9396,Technology,Computer Software: Prepackaged Software
TRNR,Interactive Strength Inc. Common Stock,$0.20 ,-0.0098,-4.79%,782381,4276152,Technology,Consumer Electronics/Appliances
ZCARW,Zoomcar Holdings Inc. Warrants,$0.01 ,-0.0002,-1.94%,764549,16685,Consumer Discretionary,Rental/Leasing Companies
ANGHW,Anghami Inc. Warrants,$0.03 ,0,0.00%,742741,2823,Consumer Discretionary,Telecommunications Equipment
PRFX,PainReform Ltd. Ordinary Shares,$0.63 ,-0.0339,-5.14%,733189,122222,Health Care,Biotechnology: Pharmaceutical Preparations
NRXPW,NRX Pharmaceuticals Inc. Warrant,$0.06 ,-0.0056,-8.05%,697260,44176,Health Care,Biotechnology: Pharmaceutical Preparations
DAVEW,Dave Inc. Warrants,$0.05 ,0.0008,1.52%,679071,15730,Finance,Finance: Consumer Services
SPRC,SciSparc Ltd. Ordinary Shares,$0.25 ,0.0091,3.78%,675919,555496,Health Care,Biotechnology: Pharmaceutical Preparations
ARQQW,Arqit Quantum Inc. Warrants,$0.09 ,0.0119,14.86%,627670,9745,Technology,Computer Software: Prepackaged Software
VRMEW,VerifyMe Inc. Warrant,$0.06 ,-0.0001,-0.17%,622043,1195,Technology,EDP Services
NVNIW,Nvni Group Limited Warrants,$0.02 ,-0.0051,-19.03%,616192,300,Technology,Computer Software: Prepackaged Software
VSEEW,VSee Health Inc. Warrant,$0.04 ,0,0.00%,613544,17,Health Care,Medical/Nursing Services
MSAIW,MultiSensor AI Holdings Inc. Warrant,$0.03 ,-0.0047,-15.67%,602894,253779,Technology,Electronic Components
BCGWW,Binah Capital Group Inc. Warrants,$0.04 ,-0.0042,-10.45%,597689,6326,Finance,Finance: Consumer Services
ADTX,Aditxt Inc. Common Stock,$0.16 ,-0.0562,-25.60%,588347,10809514,Health Care,Biotechnology: Pharmaceutical Preparations
HYMCL,Hycroft Mining Holding Corporation Warrants,$0.02 ,-0.0037,-13.17%,586140,210,Basic Materials,Precious Metals
BTBDW,BT Brands Inc. Warrant,$0.09 ,0,0.00%,585492,100,Consumer Discretionary,Restaurants
ABVEW,Above Food Ingredients Inc. Warrants,$0.02 ,0.0046,30.26%,550531,5514,Consumer Staples,Packaged Foods
COOTW,Australian Oilseeds Holdings Limited Warrant,$0.02 ,0.0114,94.22%,545766,5050,Consumer Staples,Packaged Foods
SQFTW,Presidio Property Trust Inc. Series A Common Stock Purchase Warrants,$0.04 ,0,0.00%,508605,4760,Real Estate,Real Estate Investment Trusts
COEPW,Coeptis Therapeutics Holdings Inc. Warrants,$0.01 ,-0.0024,-16.00%,500454,955,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NMHIW,Nature's Miracle Holding Inc. Warrants,$0.02 ,-0.0011,-6.51%,499861,105,Industrials,Industrial Machinery/Components
SWAGW,Stran & Company Inc. Warrant,$0.03 ,0,0.00%,487512,845,Consumer Discretionary,Advertising
VMAR,Vision Marine Technologies Inc. Common Shares,$0.56 ,-0.007,-1.23%,480439,206421,Industrials,Marine Transportation
BSLKW,Bolt Projects Holdings Inc. Warrant,$0.06 ,0,0.00%,465926,4,Industrials,Major Chemicals
HUBCW,Hub Cyber Security Ltd. Warrant 2/27/28,$0.01 ,0.0026,21.85%,441666,48823,Telecommunications,Computer Communications Equipment
GRRRW,Gorilla Technology Group Inc. Warrant,$0.04 ,-0.0002,-0.50%,439956,8943,Technology,Computer Software: Prepackaged Software
VTAK,Catheter Precision Inc. Common Stock,$0.43 ,0.0057,1.34%,426548,189474,Health Care,Medical/Dental Instruments
LIFWW,MSP Recovery Inc. Warrant,$0.00 ,0.0001,3.57%,422567,121837,Technology,EDP Services
KLTOW,Klotho Neurosciences Inc. Warrant,$0.02 ,-0.0039,-13.93%,415231,1211,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
WLDSW,Wearable Devices Ltd. Warrant,$0.02 ,0.0031,18.34%,407749,97479,Telecommunications,Computer Communications Equipment
SABSW,SAB Biotherapeutics Inc. Warrant,$0.04 ,-0.0005,-1.13%,403319,22971,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ZOOZW,ZOOZ Power Ltd. Warrant,$0.03 ,0.0006,1.91%,387322,2756,Technology,Industrial Machinery/Components
HYMCW,Hycroft Mining Holding Corporation  Warrant,$0.02 ,-0.0005,-3.23%,360332,7760,Basic Materials,Precious Metals
HOVRW,New Horizon Aircraft Ltd. Warrant,$0.02 ,0.0027,20.61%,338278,721,Industrials,Aerospace
CELUW,Celularity Inc. Warrant,$0.02 ,-0.0018,-10.53%,336365,436,Health Care,Biotechnology: Pharmaceutical Preparations
ACONW,Aclarion Inc. Warrant,$0.04 ,0.0001,0.29%,336350,1055,Health Care,Medical Specialities
JFBRW,Jeffs' Brands Ltd Warrant,$0.04 ,-0.0023,-6.07%,326808,7200,Consumer Discretionary,Other Specialty Stores
SLXNW,Silexion Therapeutics Corp Warrant,$0.03 ,0,0.00%,309658,44,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MKDWW,MKDWELL Tech Inc. Warrants,$0.02 ,0,0.00%,307227,2002,Technology,Consumer Electronics/Appliances
CEROW,CERo Therapeutics Holdings Inc. Warrants,$0.01 ,-0.003,-37.50%,253698,439373,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
KWESW,KWESST Micro Systems Inc. Warrant,$0.02 ,0,0.00%,238429,25,Technology,Computer Software: Prepackaged Software
XOSWW,Xos Inc. Warrants,$0.03 ,-0.0002,-0.69%,230511,8603,Consumer Discretionary,Auto Parts:O.E.M.
FFIEW,Faraday Future Intelligent Electric Inc. Warrant,$0.02 ,0.0008,4.49%,230269,36887,Consumer Discretionary,Auto Manufacturing
BROGW,Brooge Holdings Limited Warrant expiring 12/20/2024,$0.00 ,-0.0019,-47.50%,230134,82700,Energy,Integrated oil Companies
SVMHW,SRIVARU Holding Limited Warrant,$0.02 ,0.0049,48.52%,224194,20444,Consumer Discretionary,Auto Manufacturing
PAVMZ,PAVmed Inc. Series Z Warrant,$0.02 ,0.0014,6.97%,223738,18117,Health Care,Medical/Dental Instruments
CLNNW,Clene Inc. Warrant,$0.03 ,0.0005,1.58%,207689,16702,Health Care,Biotechnology: Pharmaceutical Preparations
AIMDW,Ainos Inc. Warrants,$0.03 ,-0.018,-41.86%,191576,17275,Health Care,Biotechnology: Pharmaceutical Preparations
SBFMW,Sunshine Biopharma Inc. Warrant,$0.16 ,-0.043,-21.72%,189773,2153,Health Care,Biotechnology: Pharmaceutical Preparations
MNTSW,Momentus Inc. Warrant,$0.01 ,0.0018,21.18%,171247,128987,Industrials,Military/Government/Technical
CPTNW,Cepton Inc. Warrant,$0.01 ,-0.0008,-7.08%,168454,218639,Consumer Discretionary,Auto Parts:O.E.M.
ICUCW,SeaStar Medical Holding Corporation Warrant,$0.04 ,-0.0001,-0.25%,166342,38516,Health Care,Medical/Dental Instruments
BFRIW,Biofrontera Inc. Warrants,$0.03 ,-0.0089,-22.88%,166306,1300,Health Care,Biotechnology: Pharmaceutical Preparations
PBMWW,Psyence Biomedical Ltd. Warrant,$0.01 ,-0.0018,-15.25%,165245,7788,Health Care,Biotechnology: Pharmaceutical Preparations
NUKKW,Nukkleus Inc. Warrants,$0.01 ,-0.0042,-31.82%,151128,340,Consumer Discretionary,Professional Services
PRENW,Prenetics Global Limited Warrant,$0.01 ,-0.0031,-20.67%,145242,6427,Finance,Blank Checks
SWVLW,Swvl Holdings Corp Warrant,$0.02 ,-0.0005,-2.86%,144840,157021,Consumer Discretionary,Business Services
VSSYW,Versus Systems Inc. Class A Warrants,$0.06 ,0.0003,0.52%,144597,12994,Technology,EDP Services
AUUDW,Auddia Inc. Warrants,$0.03 ,-0.0048,-13.30%,138972,30668,Technology,EDP Services
CINGW,Cingulate Inc. Warrants,$0.07 ,-0.0021,-2.80%,126117,23142,Health Care,Biotechnology: Pharmaceutical Preparations
AREBW,American Rebel Holdings Inc. Warrants,$0.01 ,0.0046,45.10%,124420,21440,Industrials,Plastic Products
LFLYW,Leafly Holdings Inc. Warrant,$0.05 ,-0.0018,-3.71%,120058,114536,Technology,Computer Software: Prepackaged Software
LTRYW,Lottery.com Inc. Warrants,$0.01 ,0.0017,15.18%,119043,15092,Technology,Computer Software: Prepackaged Software
LIXTW,Lixte Biotechnology Holdings Inc. Warrants,$0.05 ,0.0036,7.44%,116963,2854,Health Care,Biotechnology: Pharmaceutical Preparations
NIVFW,NewGenIvf Group Limited Warrants,$0.01 ,-0.0074,-40.44%,110628,14510,Health Care,Misc Health and Biotechnology Services
HYZNW,Hyzon Motors Inc. Warrants,$0.02 ,0.0052,36.62%,105362,14502,Energy,Industrial Machinery/Components
SXTPW,60 Degrees Pharmaceuticals Inc. Warrant,$0.06 ,-0.0029,-4.82%,101326,2750,Health Care,Biotechnology: Pharmaceutical Preparations
DATSW,DatChat Inc. Series A Warrant,$0.03 ,0.0003,0.92%,98706,1808,Telecommunications,Telecommunications Equipment
SURGW,SurgePays Inc. Warrant,$0.00 ,-0.0021,-30.00%,96750,54826,Consumer Discretionary,Advertising
SONDW,Sonder Holdings Inc. Warrants,$0.01 ,-0.0049,-38.28%,87411,275464,Consumer Discretionary,Hotels/Resorts
LUCYW,Innovative Eyewear Inc. Series A Warrants 8/16/27,$0.05 ,0.0058,12.34%,82926,6098,Health Care,Ophthalmic Goods
HUBCZ,Hub Cyber Security Ltd. Warrant 8/22/2025,$0.00 ,0,0.00%,76149,25300,Telecommunications,Computer Communications Equipment
KITTW,Nauticus Robotics Inc. Warrant,$0.01 ,0.0015,11.63%,66955,59347,Industrials,Industrial Machinery/Components
HOFVW,Hall of Fame Resort &amp; Entertainment Company Warrant,$0.01 ,0.0001,1.00%,66171,9000,Consumer Discretionary,Services-Misc. Amusement & Recreation
RELIW,Reliance Global Group Inc. Series A Warrants,$0.05 ,-0.0011,-2.06%,64697,26531,Finance,Specialty Insurers
SRZNW,Surrozen Inc. Warrant,$0.02 ,0.0017,9.34%,63796,156243,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CREVW,Carbon Revolution Public Limited Company Warrant,$0.03 ,0.0066,25.29%,61319,14176,Consumer Discretionary,Auto Parts:O.E.M.
LIDRW,AEye Inc. Warrant,$0.01 ,-0.0016,-18.82%,59430,63722,Consumer Discretionary,Auto Parts:O.E.M.
IVDAW,Iveda Solutions Inc. Warrant,$0.02 ,-0.0197,-49.37%,45626,300,Technology,Computer Software: Prepackaged Software
BTCTW,BTC Digital Ltd. Warrant,$0.02 ,-0.0009,-5.03%,44383,400,Real Estate,Other Consumer Services
BENFW,Beneficient Warrant,$0.01 ,-0.0005,-5.00%,40333,99734,Finance,Finance: Consumer Services
PTIXW,Protagenic Therapeutics Inc. Warrant,$0.01 ,-0.0059,-39.60%,40205,44202,Health Care,Biotechnology: Pharmaceutical Preparations
HSCSW,Heart Test Laboratories Inc. Warrant,$0.04 ,0,0.00%,40007,25,Health Care,Industrial Specialties
LGHLW,Lion Group Holding Ltd. Warrant,$0.01 ,0.0008,9.41%,37775,1279402,Finance,Investment Bankers/Brokers/Service
CMAXW,CareMax Inc. Warrant,$0.01 ,0.001,11.24%,37768,28433,Health Care,Hospital/Nursing Management
ZAPPW,Zapp Electric Vehicles Group Limited Warrant,$0.01 ,-0.0012,-12.12%,36627,7363,Consumer Discretionary,Motor Vehicles
KTTAW,Pasithea Therapeutics Corp. Warrant,$0.03 ,-0.0051,-12.75%,36438,67496,Health Care,Biotechnology: Pharmaceutical Preparations
SYTAW,Siyata Mobile Inc. Warrant,$0.04 ,-0.0002,-0.55%,31856,5349,Telecommunications,Telecommunications Equipment
EDBLW,Edible Garden AG Incorporated Warrant,$0.01 ,-0.0044,-31.66%,30024,29872,Consumer Staples,Farming/Seeds/Milling
KPLTW,Katapult Holdings Inc. Warrant,$0.01 ,0,0.00%,23346,1000,Consumer Discretionary,Diversified Commercial Services
SNAXW,Stryve Foods Inc. Warrant,$0.01 ,-0.0029,-29.59%,23080,9351,Consumer Staples,Packaged Foods
REVBW,Revelation Biosciences Inc. Warrant,$0.01 ,-0.002,-12.50%,23008,29419,Health Care,Biotechnology: Pharmaceutical Preparations
NVVEW,Nuvve Holding Corp. Warrant,$0.03 ,0.0011,3.44%,21605,75346,Industrials,Electrical Products
CEADW,CEA Industries Inc. Warrant,$0.03 ,0.0187,292.19%,19869,6223,Industrials,Industrial Machinery/Components
TNONW,Tenon Medical Inc. Warrant,$0.04 ,0.008,25.00%,19759,36324,Health Care,Medical/Dental Instruments
TCBPW,TC BioPharm (Holdings) plc Warrants,$0.03 ,0.007,33.82%,16122,2650,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
GSMGW,Cheer Holding Inc. Warrant expiring 2/13/2025,$0.00 ,-0.0004,-20.00%,16112,11511,Technology,EDP Services
RCRTW,Recruiter.com Group Inc. Warrant,$0.00 ,0,0.00%,13900,3000,Technology,EDP Services
DRMAW,Dermata Therapeutics Inc. Warrant,$0.01 ,0,0.00%,13160,10,Health Care,Biotechnology: Pharmaceutical Preparations
BNZIW,Banzai International Inc. Warrant,$0.01 ,-0.0009,-7.44%,8407,10000,Technology,Computer Software: Prepackaged Software
ATNFW,180 Life Sciences Corp. Warrant,$0.01 ,-0.0009,-10.35%,7563,79945,Health Care,Biotechnology: Pharmaceutical Preparations
UKOMW,Ucommune International Ltd Warrant expiring 11/17/2025,$0.01 ,0,0.00%,6897,564,Consumer Discretionary,Business Services
SMXWW,SMX (Security Matters) Public Limited Company Warrant,$0.01 ,0.0008,10.67%,6026,7152,Technology,Industrial Machinery/Components
QVCC,QVC Inc. 6.250% Senior Secured Notes due 2068,$13.52 ,-0.13,-0.95%,14,13066,Consumer Discretionary,Catalog/Specialty Distribution
QVCD,QVC Inc. 6.375% Senior Secured Notes due 2067,$13.43 ,-0.1252,-0.92%,13,16581,Consumer Discretionary,Catalog/Specialty Distribution
GLE,Global Engine Group Holding Limited Ordinary Shares,$4.55 ,0.0049,0.11%,0,291944,Technology,EDP Services
WAVS,Western Acquisition Ventures Corp. Common Stock,$10.60 ,-0.05,-0.47%,0,1746,Technology,EDP Services
ZOOZ,ZOOZ Power Ltd. Ordinary Shares,$2.00 ,0.03,1.52%,0,27454,Technology,Industrial Machinery/Components
CIMO,Chimera Investment Corporation 9.250% Senior Notes due 2029,$26.05 ,0,0.00%,0,4725,Real Estate,Real Estate Investment Trusts
GLLI,Globalink Investment Inc. Common Stock,$11.34 ,0.01,0.09%,0,114627,Industrials,Consumer Electronics/Appliances
